Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Terrell Davis,DEN,392,24.5,2008,5.1,125.5,21
Greg Hill,STL,40,20.0,240,6.0,120.0,4
Jamal Anderson,ATL,410,25.6,1846,4.5,115.4,14
Garrison Hearst,SF,310,19.4,1570,5.1,98.1,7
Barry Sanders,DET,343,21.4,1491,4.3,93.2,4
Natrone Means,SD,212,21.2,883,4.2,88.3,5
Curtis Martin,NYJ,369,24.6,1287,3.5,85.8,8
Robert Smith,MIN,249,17.8,1187,4.8,84.8,6
Emmitt Smith,DAL,319,19.9,1332,4.2,83.2,13
Marshall Faulk,IND,324,20.2,1319,4.1,82.4,6
Fred Taylor,JAC,264,17.6,1223,4.6,81.5,14
Eddie George,TEN,348,21.8,1294,3.7,80.9,5
Jerome Bettis,PIT,316,21.1,1185,3.8,79.0,3
Ricky Watters,SEA,319,19.9,1239,3.9,77.4,9
Corey Dillon,CIN,262,17.5,1130,4.3,75.3,4
James Stewart,JAC,53,17.7,217,4.1,72.3,2
Napoleon Kaufman,OAK,217,16.7,921,4.2,70.8,2
Antowain Smith,BUF,300,18.8,1124,3.7,70.2,8
Terry Allen,WAS,148,14.8,700,4.7,70.0,2
Robert Edwards,NE,291,18.2,1115,3.8,69.7,9
Adrian Murrell,ARI,274,18.3,1042,3.8,69.5,8
Duce Staley,PHI,258,16.1,1065,4.1,66.6,5
Gary Brown,NYG,247,15.4,1063,4.3,66.4,5
Warrick Dunn,TB,245,15.3,1026,4.2,64.1,2
Abdul-Karim al-Jabbar,MIA,270,18.0,960,3.6,64.0,6
Priest Holmes,BAL,233,14.6,1008,4.3,63.0,7
Curtis Enis,CHI,133,14.8,497,3.7,55.2,0
Dorsey Levens,GB,115,16.4,378,3.3,54.0,1
Mike Alstott,TB,215,13.4,846,3.9,52.9,8
Fred Lane,CAR,205,14.6,717,3.5,51.2,5
Skip Hicks,WAS,122,13.6,433,3.5,48.1,8
Bam Morris,KC,129,12.9,481,3.7,48.1,8
Terrell Fletcher,SD,153,12.8,543,3.5,45.2,5
James Allen,CHI,58,9.7,270,4.7,45.0,1
Tim Biakabutuka,CAR,101,10.1,427,4.2,42.7,3
Travis Jervey,GB,83,10.4,325,3.9,40.6,1
Edgar Bennett,CHI,173,10.8,611,3.5,38.2,2
