Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Lorenzo Taliaferro,BAL,68,5.2,292,4.3,22.5,4
Dan Herron,IND,78,4.9,351,4.5,21.9,1
Darren Sproles,PHI,57,3.8,329,5.8,21.9,6
Joseph Randle,DAL,51,3.2,343,6.7,21.4,3
James Starks,GB,85,5.3,333,3.9,20.8,2
Pierre Thomas,NO,45,4.1,222,4.9,20.2,2
Robert Turbin,SEA,74,4.6,310,4.2,19.4,0
Juwan Thompson,DEN,54,3.6,272,5.0,18.1,3
Bryce Brown,BUF,36,5.1,126,3.5,18.0,0
Christine Michael,SEA,34,3.4,175,5.1,17.5,0
Donald Brown,SD,85,6.5,223,2.6,17.2,0
Devonta Freeman,ATL,65,4.1,248,3.8,15.5,1
Roy Helu,WAS,40,2.9,216,5.4,15.4,1
Benny Cunningham,STL,66,4.1,246,3.7,15.4,3
Stepfan Taylor,ARI,63,4.5,208,3.3,14.9,1
Fozzy Whittaker,CAR,32,3.2,145,4.5,14.5,1
Antone Smith,ATL,23,2.3,144,6.3,14.4,2
Storm Johnson,JAC,29,4.8,86,3.0,14.3,2
Daniel Thomas,MIA,44,3.7,168,3.8,14.0,2
Jacquizz Rodgers,ATL,58,3.6,217,3.7,13.6,1
Darrin Reaves,CAR,31,5.2,78,2.5,13.0,0
Peyton Hillis,NYG,26,2.9,115,4.4,12.8,0
James White,NE,9,3.0,38,4.2,12.7,0
Danny Woodhead,SD,15,5.0,38,2.5,12.7,0
Chris Polk,PHI,46,3.3,172,3.7,12.3,4
Jordan Todman,JAC,32,2.0,186,5.8,11.6,1
Ka'Deem Carey,CHI,36,2.6,158,4.4,11.3,0
Mike Tolbert,CAR,37,4.6,78,2.1,9.8,0
Jonathan Grimes,HOU,39,2.4,153,3.9,9.6,0
De'Anthony Thomas,KC,14,1.2,113,8.1,9.4,1
Bilal Powell,NYJ,33,2.2,141,4.3,9.4,1
Dexter McCluster,TEN,40,2.9,131,3.3,9.4,0
Ronnie Brown,SD,14,2.0,59,4.2,8.4,0
Michael Cox,NYG,4,1.0,33,8.3,8.2,0
Maurice Jones-Drew,OAK,43,3.6,96,2.2,8.0,0
Damien Williams,MIA,36,2.2,122,3.4,7.6,0
Jorvorskie Lane,TB,3,0.3,58,19.3,6.4,0
Lance Dunbar,DAL,29,1.8,99,3.4,6.2,0
George Winn,DET,19,1.6,73,3.8,6.1,0
Chris Thompson,WAS,3,1.5,12,4.0,6.0,0
Joe Banyard,MIN,21,1.4,88,4.2,5.9,0
Marcel Reece,OAK,21,1.4,85,4.0,5.7,0
Brandon Bolden,NE,28,1.8,89,3.2,5.6,1
John Kuhn,GB,24,1.5,85,3.5,5.3,1
Silas Redd,WAS,16,1.1,75,4.7,5.0,1
LaMichael James,MIA,3,1.5,9,3.0,4.5,0
DuJuan Harris,GB,16,1.1,64,4.0,4.3,0
Marion Grice,ARI,15,1.5,41,2.7,4.1,1
Jeremy Stewart,DEN,6,1.0,22,3.7,3.7,0
Theo Riddick,DET,20,1.4,51,2.6,3.6,0
Leon Washington,TEN,13,0.8,57,4.4,3.6,0
Cyrus Gray,KC,8,0.9,31,3.9,3.4,1
Mike James,TB,19,1.7,37,1.9,3.4,0
Dri Archer,PIT,10,0.8,40,4.0,3.3,0
Josh Harris,PIT,9,1.8,16,1.8,3.2,0
Alfonso Smith,SF,7,1.2,19,2.7,3.2,0
Austin Johnson,NO,8,1.1,22,2.8,3.1,0
Rex Burkhead,CIN,9,1.0,27,3.0,3.0,1
Orleans Darkwa,NYG,5,0.7,21,4.2,3.0,1
Zurlon Tipton,IND,10,1.7,18,1.8,3.0,0
Fitzgerald Toussaint,BAL,6,1.5,12,2.0,3.0,0
Cedric Peerman,CIN,15,0.9,43,2.9,2.7,0
Trey Watts,STL,7,0.5,30,4.3,2.1,0
Travaris Cadet,NO,10,0.7,32,3.2,2.1,0
Frank Summers,BUF,6,0.6,17,2.8,1.7,1
Jerome Felton,MIN,4,0.2,27,6.8,1.7,0
John Conner,NYJ,6,0.5,20,3.3,1.7,0
Joe McKnight,KC,1,0.5,3,3.0,1.5,0
Darrel Young,WAS,9,0.6,22,2.4,1.4,3
Jed Collins,DET,8,0.5,19,2.4,1.2,0
Henry Hynoski,NYG,7,0.4,13,1.9,0.8,0
Tommy Bohanon,NYJ,1,0.2,3,3.0,0.8,0
Robert Hughes,ARI,7,0.4,11,1.6,0.7,0
Edwin Baker,NO,1,0.3,2,2.0,0.7,0
Jackie Battle,TEN,5,0.3,9,1.8,0.6,1
Bruce Miller,SF,6,0.4,9,1.5,0.6,0
Anthony Sherman,KC,2,0.1,8,4.0,0.5,0
Erik Lorig,NO,3,0.3,4,1.3,0.4,0
James Develin,NE,3,0.2,5,1.7,0.3,0
Will Tukuafu,SEA,1,0.1,2,2.0,0.2,0
Ray Agnew,CLE,2,0.2,2,1.0,0.2,0
Will Johnson,PIT,2,0.1,0,0.0,0.0,0
Jamize Olawale,OAK,2,0.1,0,0.0,0.0,0
Jalen Parmele,ARI,1,1.0,0,0.0,0.0,0
