Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Robert Holcombe,TEN,17,1.1,62,3.6,3.9,0
Tony Richardson,KC,12,0.8,56,4.7,3.5,0
Lorenzo Neal,SD,16,1.0,53,3.3,3.3,0
Justin Griffith,ATL,9,0.8,39,4.3,3.2,0
Troy Fleming,TEN,7,0.4,40,5.7,2.5,0
Alan Ricard,BAL,10,0.6,36,3.6,2.2,0
Brandon Bennett,CAR,6,0.8,17,2.8,2.1,1
Rob Konrad,MIA,2,0.2,18,9.0,1.8,0
Jerald Sowell,NYJ,2,0.1,28,14.0,1.8,0
Nicolas Luchey,GB,10,0.6,24,2.4,1.5,0
Rabih Abdullah,NE,13,1.4,13,1.0,1.4,1
B.J. Askew,NYJ,6,0.4,23,3.8,1.4,0
Adrian Peterson,CHI,6,0.4,19,3.2,1.4,0
Heath Evans,SEA,7,0.5,20,2.9,1.3,0
Rod Smart,CAR,3,1.0,4,1.3,1.3,0
Stanley Pritchett,ATL,6,0.4,18,3.0,1.3,0
James Mungro,IND,5,0.3,19,3.8,1.3,0
B.J. Sams,BAL,4,0.2,19,4.8,1.2,1
Dan Kreider,PIT,4,0.2,18,4.5,1.1,0
Fred Beasley,SF,9,0.6,15,1.7,1.1,0
Kerry Carter,SEA,4,0.2,15,3.8,0.9,0
Chris Hetherington,OAK,1,0.2,4,4.0,0.8,0
Darian Barnes,DAL,5,0.3,10,2.0,0.6,0
Terrelle Smith,CLE,4,0.2,9,2.3,0.6,0
Cory Schlesinger,DET,4,0.3,7,1.8,0.5,0
Damien Anderson,ARI,1,0.2,2,2.0,0.5,0
Chris Perry,CIN,2,1.0,1,0.5,0.5,0
Jim Finn,NYG,3,0.2,7,2.3,0.4,0
Mike Karney,NO,3,0.2,7,2.3,0.4,0
Joey Goodspeed,STL,3,0.2,6,2.0,0.4,1
Jeremi Johnson,CIN,3,0.2,5,1.7,0.3,0
Jarrod Baxter,HOU,2,0.2,1,0.5,0.1,0
Omar Easy,KC,4,0.3,1,0.3,0.1,0
Jason McKie,CHI,1,0.1,1,1.0,0.1,0
Rock Cartwright,WAS,2,0.2,0,0.0,0.0,0
Jasen Isom,SF,1,0.2,0,0.0,0.0,0
Moran Norris,HOU,1,0.1,0,0.0,0.0,0
