Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Jacob Hester,DEN,17,5.7,81,4.8,27.0,2
Brandon Jackson,CLE,8,4.0,54,6.8,27.0,0
Joique Bell,DET,82,5.1,414,5.0,25.9,3
LaRod Stephens-Howling,ARI,110,7.9,356,3.2,25.4,4
Ben Tate,HOU,65,5.9,279,4.3,25.4,2
Jeremy Stewart,OAK,25,6.2,101,4.0,25.2,0
Felix Jones,DAL,111,6.9,402,3.6,25.1,3
Peyton Hillis,KC,85,6.5,309,3.6,23.8,1
Ronnie Hillman,DEN,85,6.1,330,3.9,23.6,1
Justin Forsett,HOU,63,3.9,374,5.9,23.4,1
Jacquizz Rodgers,ATL,94,5.9,362,3.9,22.6,1
David Wilson,NYG,71,4.4,358,5.0,22.4,4
Robert Turbin,SEA,80,5.0,354,4.4,22.1,0
Montario Hardesty,CLE,65,5.0,271,4.2,20.8,1
Jackie Battle,SD,95,5.9,311,3.3,19.4,3
Shane Vereen,NE,62,4.8,251,4.0,19.3,3
Lamar Miller,MIA,51,3.9,250,4.9,19.2,1
Kahlil Bell,CHI,29,7.2,76,2.6,19.0,0
Danny Woodhead,NE,76,4.8,301,4.0,18.8,4
Darren Sproles,NO,48,3.7,244,5.1,18.8,1
Cedric Peerman,CIN,36,2.6,258,7.2,18.4,1
Mike Goodson,OAK,35,2.9,221,6.3,18.4,0
Richard Murphy,JAC,23,4.6,92,4.0,18.4,0
Bernard Scott,CIN,8,4.0,35,4.4,17.5,0
Marcel Reece,OAK,59,3.7,271,4.6,16.9,0
William Powell,ARI,60,4.6,217,3.6,16.7,0
Tashard Choice,BUF,47,3.9,193,4.1,16.1,1
Montell Owens,JAC,42,3.2,209,5.0,16.1,1
Ronnie Brown,SD,46,3.3,220,4.8,15.7,0
Keith Toston,JAC,17,3.4,74,4.4,14.8,0
Shaun Draughn,KC,59,3.7,233,3.9,14.6,2
Jalen Parmele,JAC,40,3.6,143,3.6,13.0,0
Delone Carter,IND,32,3.2,122,3.8,12.2,3
Joe McKnight,NYJ,30,2.0,179,6.0,11.9,0
LeGarrette Blount,TB,41,3.2,151,3.7,11.6,2
Curtis Brinkley,SD,39,3.9,115,2.9,11.5,0
Mike Tolbert,CAR,54,3.4,183,3.4,11.4,7
Kevin Smith,DET,37,3.1,134,3.6,11.2,1
Toby Gerhart,MIN,50,3.1,169,3.4,10.6,1
Lance Ball,DEN,42,2.8,158,3.8,10.5,1
Collin Mooney,TEN,5,2.5,19,3.8,9.5,0
Kregg Lumpkin,NYG,9,1.8,42,4.7,8.4,0
Armando Allen,CHI,27,1.8,124,4.6,8.3,1
Jordan Todman,JAC,3,3.0,8,2.7,8.0,0
Dion Lewis,PHI,13,1.4,69,5.3,7.7,1
Brian Leonard,CIN,33,2.2,106,3.2,7.1,0
Javon Ringer,TEN,2,1.0,14,7.0,7.0,0
Chris Rainey,PIT,26,1.6,102,3.9,6.4,2
Lance Dunbar,DAL,21,1.8,75,3.6,6.2,0
Evan Royster,WAS,23,1.4,88,3.8,5.5,2
Leon Washington,SEA,23,1.4,83,3.6,5.2,1
Anthony Dixon,SF,21,1.3,78,3.7,4.9,2
John Kuhn,GB,23,1.6,63,2.7,4.5,1
Cyrus Gray,KC,7,0.7,44,6.3,4.4,0
Phillip Tanner,DAL,25,1.8,61,2.4,4.4,0
Baron Batch,PIT,25,2.1,49,2.0,4.1,1
Jason Snelling,ATL,18,1.1,63,3.5,3.9,0
Anthony Allen,BAL,16,1.0,61,3.8,3.8,1
Darrel Young,WAS,14,0.9,60,4.3,3.8,0
Isaiah Pead,STL,10,0.7,54,5.4,3.6,0
Brandon Jacobs,SF,5,2.5,7,1.4,3.5,0
D.J. Ware,TB,11,0.7,51,4.6,3.2,0
Michael Robinson,SEA,12,0.8,49,4.1,3.1,0
Jamie Harper,TEN,19,1.9,30,1.6,3.0,3
Le'Ron McClain,SD,14,0.9,42,3.0,2.6,0
Lex Hilliard,NYJ,8,0.7,31,3.9,2.6,0
Da'Rel Scott,NYG,6,1.5,9,1.5,2.2,0
Mewelde Moore,IND,13,1.4,20,1.5,2.2,0
Vonta Leach,BAL,9,0.6,32,3.6,2.0,1
Chris Ogbonnaya,CLE,8,0.5,30,3.8,2.0,0
Dan Herron,CIN,4,1.3,5,1.3,1.7,0
Nate Eachus,KC,5,0.5,18,3.6,1.6,0
Taiwan Jones,OAK,6,0.4,21,3.5,1.5,0
Stanley Havili,PHI,6,0.4,22,3.7,1.5,1
Henry Hynoski,NYG,5,0.3,20,4.0,1.2,0
Bruce Miller,SF,5,0.3,18,3.6,1.1,0
Robert Hughes,IND,1,0.2,5,5.0,1.0,0
Jorvorskie Lane,MIA,13,0.8,13,1.0,0.8,2
Lawrence Vickers,DAL,3,0.2,11,3.7,0.7,0
Roy Helu,WAS,2,0.7,2,1.0,0.7,0
Greg Jones,JAC,5,0.4,8,1.6,0.7,0
Matt Asiata,MIN,3,0.2,9,3.0,0.6,0
Marcus Thigpen,MIA,1,0.1,8,8.0,0.5,0
Will Johnson,PIT,2,0.1,7,3.5,0.4,0
Travaris Cadet,NO,1,0.1,5,5.0,0.4,0
James Casey,HOU,1,0.1,6,6.0,0.4,0
Quinn Johnson,TEN,4,0.2,5,1.3,0.3,0
Owen Schmitt,OAK,2,0.2,1,0.5,0.1,0
Armond Smith,CAR,3,0.8,0,0.0,0.0,0
