Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Edgerrin James,IND,151,25.2,662,4.4,110.3,3
Marshall Faulk,STL,260,18.6,1382,5.3,98.7,12
Jerome Bettis,PIT,225,20.5,1072,4.8,97.5,4
Priest Holmes,KC,327,20.4,1555,4.8,97.2,8
Curtis Martin,NYJ,333,20.8,1513,4.5,94.6,10
Stephen Davis,WAS,356,22.2,1432,4.0,89.5,5
Terrell Davis,DEN,167,20.9,701,4.2,87.6,0
Ahman Green,GB,304,19.0,1387,4.6,86.7,9
Anthony Thomas,CHI,278,19.9,1183,4.3,84.5,7
Shaun Alexander,SEA,309,19.3,1318,4.3,82.4,14
Corey Dillon,CIN,340,21.2,1315,3.9,82.2,10
Ricky Williams,NO,313,19.6,1245,4.0,77.8,6
LaDainian Tomlinson,SD,339,21.2,1236,3.6,77.2,10
Garrison Hearst,SF,252,15.8,1206,4.8,75.4,4
Dominic Rhodes,IND,233,15.5,1104,4.7,73.6,9
Emmitt Smith,DAL,261,18.6,1021,3.9,72.9,3
Antowain Smith,NE,287,17.9,1157,4.0,72.3,12
Ricky Watters,SEA,72,14.4,318,4.4,63.6,1
Jamal Anderson,ATL,55,18.3,190,3.5,63.3,1
James Stewart,DET,143,13.0,685,4.8,62.3,1
Tiki Barber,NYG,166,11.9,865,5.2,61.8,4
Lamar Smith,MIA,313,19.6,968,3.1,60.5,6
Terry Allen,BAL,168,15.3,658,3.9,59.8,3
Eddie George,TEN,315,19.7,939,3.0,58.7,5
Fred Taylor,JAC,30,15.0,116,3.9,58.0,0
Michael Pittman,ARI,241,16.1,846,3.5,56.4,5
Travis Henry,BUF,213,16.4,729,3.4,56.1,4
Stacey Mack,JAC,213,13.3,877,4.1,54.8,9
Michael Bennett,MIN,172,13.2,682,4.0,52.5,2
Charlie Garner,OAK,211,13.2,839,4.0,52.4,1
James Jackson,CLE,195,17.7,554,2.8,50.4,2
Richard Huntley,CAR,165,11.8,665,4.0,47.5,2
Maurice Smith,ATL,237,14.8,760,3.2,47.5,5
Duce Staley,PHI,166,12.8,604,3.6,46.5,2
Tim Biakabutuka,CAR,53,10.6,230,4.3,46.0,1
Jason Brookins,BAL,151,12.6,551,3.6,45.9,5
Ron Dayne,NYG,180,11.2,690,3.8,43.1,7
Mike Alstott,TB,165,10.3,680,4.1,42.5,10
Mike Anderson,DEN,175,10.9,678,3.9,42.4,4
Correll Buckhalter,PHI,129,8.6,586,4.5,39.1,2
Skip Hicks,TEN,56,6.2,341,6.1,37.9,1
Troy Hambrick,DAL,113,7.1,579,5.1,36.2,2
Warrick Dunn,TB,158,12.2,447,2.8,34.4,3
Kevan Barlow,SF,125,8.3,512,4.1,34.1,4
Amos Zereoue,PIT,85,6.1,441,5.2,31.5,1
James Allen,CHI,135,8.4,469,3.5,29.3,1
Chris Fuamatu-Ma'afala,PIT,120,7.5,453,3.8,28.3,3
