Name,team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Fred Taylor,JAC,"
									
										
										
											
												
												
													
														
														
															292
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															22.5
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,399
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.8
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															107.6
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															107.6
														
													
												
											
										
									
								"
Edgerrin James,IND,"
									
										
										
											
												
												
													
														
														
															387
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															24.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,709
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.4
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															106.8
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															106.8
														
													
												
											
										
									
								"
Ricky Williams,NO,"
									
										
										
											
												
												
													
														
														
															248
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															24.8
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,000
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															100.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															100.0
														
													
												
											
										
									
								"
Marshall Faulk,STL,"
									
										
										
											
												
												
													
														
														
															253
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															18.1
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,359
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															5.4
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															97.1
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															97.1
														
													
												
											
										
									
								"
Robert Smith,MIN,"
									
										
										
											
												
												
													
														
														
															295
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															18.4
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,521
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															5.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															95.1
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															95.1
														
													
												
											
										
									
								"
Eddie George,TEN,"
									
										
										
											
												
												
													
														
														
															403
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															25.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,509
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															3.7
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															94.3
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															94.3
														
													
												
											
										
									
								"
Mike Anderson,DEN,"
									
										
										
											
												
												
													
														
														
															297
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															18.6
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,487
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															5.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															92.9
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															92.9
														
													
												
											
										
									
								"
Corey Dillon,CIN,"
									
										
										
											
												
												
													
														
														
															315
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															19.7
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,435
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.6
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															89.7
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															89.7
														
													
												
											
										
									
								"
Stephen Davis,WAS,"
									
										
										
											
												
												
													
														
														
															332
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															22.1
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,318
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															87.9
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															87.9
														
													
												
											
										
									
								"
Jamal Lewis,BAL,"
									
										
										
											
												
												
													
														
														
															309
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															19.3
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,364
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.4
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															85.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															85.2
														
													
												
											
										
									
								"
Jerome Bettis,PIT,"
									
										
										
											
												
												
													
														
														
															355
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															22.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,341
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															3.8
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															83.8
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															83.8
														
													
												
											
										
									
								"
Olandis Gary,DEN,"
									
										
										
											
												
												
													
														
														
															13
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															13.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															80
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															6.2
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															80.0
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															80.0
														
													
												
											
										
									
								"
Ricky Watters,SEA,"
									
										
										
											
												
												
													
														
														
															278
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															17.4
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															1,242
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															4.5
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															77.6
														
													
												
											
										
									
								","
									
										
										
											
												
												
													
														
														
															77.6
														
													
												
											
										
									
								"
