Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Le'Ron McClain,BAL,28,1.9,85,3.0,5.7,0
Brian Leonard,CIN,9,0.8,61,6.8,5.5,0
D.J. Ware,NYG,20,1.4,73,3.7,5.2,0
Jerome Felton,DET,22,1.4,76,3.5,4.8,0
Eldra Buckley,PHI,21,1.3,67,3.2,4.2,0
Jacob Hester,SD,26,1.7,60,2.3,4.0,0
Gartrell Johnson,ATL,10,1.1,36,3.6,4.0,0
Jerious Norwood,ATL,2,1.0,8,4.0,4.0,0
Lousaka Polite,MIA,26,1.6,62,2.4,3.9,1
Curtis Brinkley,SD,2,0.7,11,5.5,3.7,0
Kareem Huggins,TB,4,1.3,11,2.8,3.7,0
Sammy Morris,NE,20,1.2,56,2.8,3.5,0
Keith Toston,STL,19,1.2,54,2.8,3.4,0
Jackie Battle,KC,20,1.2,50,2.5,3.1,1
John Conner,NYJ,8,0.5,44,5.5,2.8,1
Josh Vaughan,CAR,3,1.0,7,2.3,2.3,1
Quinton Ganther,BUF,9,1.1,18,2.0,2.2,0
Ovie Mughelli,ATL,13,0.8,36,2.8,2.2,0
Jason Wright,ARI,6,0.4,28,4.7,1.9,0
Spencer Larsen,DEN,3,0.3,18,6.0,1.6,0
Michael Bennett,OAK,2,0.3,11,5.5,1.6,0
Tony Fiammetta,CAR,7,0.5,22,3.1,1.6,0
Rock Cartwright,OAK,9,0.6,22,2.4,1.4,0
Chris Gronkowski,DAL,5,0.4,17,3.4,1.2,0
Jehuu Caulcrick,BUF,1,0.5,2,2.0,1.0,0
Larry Johnson,WAS,5,2.5,2,0.4,1.0,0
Mike Karney,STL,6,0.5,12,2.0,1.0,0
Tony Richardson,NYJ,5,0.3,13,2.6,0.8,0
Lawrence Vickers,CLE,5,0.3,11,2.2,0.7,0
Garrett Wolfe,CHI,4,0.2,8,2.0,0.5,0
Corey McIntyre,BUF,4,0.2,5,1.3,0.3,1
Tim Castille,KC,5,0.5,3,0.6,0.3,0
Greg Jones,JAC,2,0.1,4,2.0,0.2,0
Cedric Peerman,CIN,2,0.3,1,0.5,0.1,0
Heath Evans,NO,2,0.1,2,1.0,0.1,0
Mike Sellers,WAS,4,0.2,2,0.5,0.1,0
Naufahu Tahi,MIN,1,0.1,1,1.0,0.1,0
Ahmard Hall,TEN,1,0.1,1,1.0,0.1,0
Patrick Cobbs,MIA,4,0.2,0,0.0,0.0,0
Kregg Lumpkin,TB,1,0.1,0,0.0,0.0,0
Moran Norris,SF,3,0.2,0,0.0,0.0,0
Chris Pressley,CIN,1,0.2,0,0.0,0.0,0
Leonard Weaver,PHI,1,1.0,0,0.0,0.0,0
Antone Smith,ATL,1,0.1,-3,-3.0,-0.3,0
Devin Moore,IND,2,0.5,-2,-1.0,-0.5,0
