Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Alonzo Highsmith,DAL,19,2.7,48,2.5,6.9,0
Tracy Johnson,ATL,30,1.9,106,3.5,6.6,3
Terrence Flagler,PHO,13,1.0,85,6.5,6.5,1
Timmy Smith,DAL,6,6.0,6,1.0,6.0,0
Carwell Gardner,BUF,15,2.1,41,2.7,5.9,0
Mark Higgs,MIA,10,0.8,67,6.7,5.6,0
Eric Ball,CIN,22,1.7,72,3.3,5.5,1
Herman Fontenot,GB,17,1.2,76,4.5,5.4,0
Brian Mitchell,WAS,15,1.0,81,5.4,5.4,1
Johnny Bailey,CHI,26,1.6,86,3.3,5.4,0
Mel Bratton,DEN,27,1.7,82,3.0,5.1,3
Don Smith,BUF,20,1.2,82,4.1,5.1,2
Derrick Gainer,CLE,30,1.9,81,2.7,5.1,1
Allen Rice,MIN,22,1.5,74,3.4,4.9,0
Roger Vick,PHI,16,1.1,58,3.6,4.1,1
Todd McNair,KC,14,0.9,61,4.4,4.1,0
Steve Sewell,DEN,17,1.4,46,2.7,3.8,3
Mosi Tatupu,NE,16,1.1,56,3.5,3.7,0
James Rouse,CHI,16,1.0,56,3.5,3.5,0
Robert Delpino,RAM,13,0.9,52,4.0,3.5,0
James Wilder,DET,11,0.7,51,4.6,3.4,0
Vince Workman,GB,8,0.5,51,6.4,3.4,0
Dennis Gentry,CHI,11,0.8,43,3.9,3.1,0
Mike Pringle,ATL,2,0.7,9,4.5,3.0,0
Bill Jones,KC,10,0.6,47,4.7,2.9,0
Stanford Jennings,CIN,12,0.8,46,3.8,2.9,1
Vance Mueller,RAI,13,0.8,43,3.3,2.7,0
John Settle,ATL,9,1.5,16,1.8,2.7,0
James Saxon,KC,3,0.5,15,5.0,2.5,0
Bruce Perkins,TB,13,0.8,36,2.8,2.2,0
Daryl Johnston,DAL,10,0.6,35,3.5,2.2,1
Ken Clark,IND,7,1.4,10,1.4,2.0,0
D.J. Dozier,MIN,6,1.0,12,2.0,2.0,0
Garrett Limbrick,MIA,5,0.7,14,2.8,2.0,0
Lars Tate,CHI,3,1.0,5,1.7,1.7,0
Kelvin Bryant,WAS,6,0.4,24,4.0,1.6,0
Napoleon McCallum,RAI,10,0.6,25,2.5,1.6,0
Cedric Smith,MIN,9,0.6,19,2.1,1.3,0
James Jones,SEA,5,0.3,20,4.0,1.2,0
Don Overton,NE,5,0.7,8,1.6,1.1,0
Richard Bell,PIT,5,0.3,18,3.6,1.1,0
Derek Loville,SEA,7,0.6,12,1.7,1.1,0
Darrin Nelson,SD,3,0.2,14,4.7,1.0,0
Lee Rouson,NYG,3,0.2,14,4.7,0.9,0
Jamie Morris,NE,2,0.4,4,2.0,0.8,0
Chris Warren,SEA,6,0.4,11,1.8,0.7,1
Vai Sikahema,PHO,3,0.2,8,2.7,0.5,0
Kerry Porter,DEN,1,0.1,3,3.0,0.2,0
Ron Wolfley,PHO,2,0.2,3,1.5,0.2,0
Barry Redden,CLE,1,0.2,-1,-1.0,-0.2,0
