Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Joe Burns,BUF,39,2.4,113,2.9,7.1,0
Derrick Blaylock,KC,22,1.4,112,5.1,7.0,2
Stanley Pritchett,CHI,21,1.3,93,4.4,5.8,2
Verron Haynes,PIT,20,1.7,63,3.2,5.2,0
George Layne,ATL,1,0.3,15,15.0,5.0,0
Alan Ricard,BAL,19,1.2,79,4.2,4.9,0
Nick Goings,CAR,10,0.7,69,6.9,4.6,0
Damien Anderson,ARI,18,1.1,68,3.8,4.2,0
Avon Cobourne,DET,10,1.4,27,2.7,3.9,0
Tony Richardson,KC,24,1.5,60,2.5,3.8,0
Rod Smart,CAR,20,1.2,49,2.5,3.1,0
Musa Smith,BAL,9,0.8,31,3.4,2.8,2
Jeremi Johnson,CIN,15,0.9,41,2.7,2.6,1
Lorenzo Neal,SD,18,1.1,40,2.2,2.5,1
Rabih Abdullah,CHI,18,1.2,37,2.1,2.5,0
Delvin Joyce,NYG,11,0.7,39,3.5,2.4,0
Woody Dantzler,ATL,8,0.9,21,2.6,2.3,1
John Simon,WAS,3,0.8,9,3.0,2.2,0
Patrick Pass,NE,6,0.5,27,4.5,2.1,0
Ken Simonton,BUF,2,1.0,4,2.0,2.0,0
Leon Johnson,SD,4,0.3,26,6.5,1.9,0
Dan Kreider,PIT,7,0.4,29,4.1,1.8,1
Heath Evans,SEA,7,0.5,24,3.4,1.7,0
James Fenderson,NO,4,0.4,14,3.5,1.6,0
Fred Beasley,SF,17,1.1,24,1.4,1.5,0
Brad Hoover,CAR,6,0.4,21,3.5,1.3,0
Brian Mitchell,NYG,4,0.2,20,5.0,1.2,1
Rob Konrad,MIA,4,0.3,17,4.3,1.2,0
Jonathan Wells,HOU,5,0.4,14,2.8,1.1,0
Jesse Chatman,SD,8,0.5,17,2.1,1.1,0
Cory Schlesinger,DET,9,0.6,16,1.8,1.0,0
Reuben Droughns,DEN,6,0.4,14,2.3,0.9,0
Fred McAfee,NO,1,0.1,13,13.0,0.9,0
Marc Edwards,JAC,7,0.4,13,1.9,0.8,1
Paul Smith,DET,2,0.3,5,2.5,0.7,0
David Allen,JAC,4,0.3,8,2.0,0.6,0
B.J. Askew,NYJ,2,0.1,9,4.5,0.6,0
Jamar Martin,DAL,4,0.3,7,1.8,0.5,0
Fred McCrary,NE,3,0.5,3,1.0,0.5,0
James Hodgins,ARI,2,0.1,6,3.0,0.4,0
Bryan Johnson,WAS,2,0.1,5,2.5,0.3,0
Nicolas Luchey,GB,1,0.1,3,3.0,0.3,0
Sam Gash,BUF,1,0.1,3,3.0,0.2,0
Jerald Sowell,NYJ,1,0.1,2,2.0,0.1,0
Jon Ritchie,PHI,1,0.1,1,1.0,0.1,0
John Avery,MIN,1,0.2,0,0.0,0.0,0
Charles Stackhouse,MIN,1,0.1,0,0.0,0.0,0
Jameel Cook,TB,1,0.1,-1,-1.0,-0.1,0
Obafemi Ayanbadejo,MIA,1,0.1,-2,-2.0,-0.1,0
Kerry Carter,SEA,3,0.2,-2,-0.7,-0.1,0
