Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Marcus Allen,RAI,380,23.8,1759,4.6,109.9,11
Gerald Riggs,ATL,397,24.8,1719,4.3,107.4,10
Walter Payton,CHI,324,20.2,1551,4.8,96.9,9
Freeman McNeil,NYJ,294,21.0,1331,4.5,95.1,3
Eric Dickerson,RAM,292,20.9,1234,4.2,88.1,12
Joe Morris,NYG,294,18.4,1336,4.5,83.5,21
Tony Dorsett,DAL,305,19.1,1307,4.3,81.7,7
James Wilder,TB,365,22.8,1300,3.6,81.2,10
Craig James,NE,263,16.4,1227,4.7,76.7,5
George Rogers,WAS,231,15.4,1093,4.7,72.9,7
Kevin Mack,CLE,222,13.9,1104,5.0,69.0,7
Curt Warner,SEA,291,18.2,1094,3.8,68.4,8
Wendell Tyler,SF,171,13.2,867,5.1,66.7,6
Roger Craig,SF,214,13.4,1050,4.9,65.6,9
Earnest Jackson,PHI,282,17.6,1028,3.6,64.2,5
James Jones,DET,244,17.4,886,3.6,63.3,6
Stump Mitchell,STL,183,11.4,1006,5.5,62.9,7
Earnest Byner,CLE,244,15.2,1002,4.1,62.6,8
Frank Pollard,PIT,233,14.6,991,4.3,61.9,3
Larry Kinnebrew,CIN,170,14.2,714,4.2,59.5,9
James Brooks,CIN,192,12.0,929,4.8,58.1,7
Randy McMillan,IND,190,12.7,858,4.5,57.2,7
John Riggins,WAS,176,14.7,677,3.8,56.4,8
Darrin Nelson,MIN,200,12.5,893,4.5,55.8,5
Greg Bell,BUF,223,13.9,883,4.0,55.2,8
Ottis Anderson,STL,117,13.0,479,4.1,53.2,4
Walter Abercrombie,PIT,227,14.2,851,3.7,53.2,7
Sammy Winder,DEN,199,14.2,714,3.6,51.0,8
Curtis Adams,SD,16,16.0,49,3.1,49.0,1
George Wonsley,IND,138,8.6,716,5.2,44.8,6
Eddie Lee Ivery,GB,132,8.8,636,4.8,42.4,2
Hokie Gajan,NO,50,8.3,251,5.0,41.8,2
Tony Nathan,MIA,143,8.9,667,4.7,41.7,5
Tony Collins,NE,163,10.2,657,4.0,41.1,3
Johnny Hector,NYJ,145,10.4,572,3.9,40.9,6
Mike Pruitt,KC,105,11.7,366,3.5,40.7,2
Wayne Wilson,NO,168,10.5,645,3.8,40.3,1
Earl Campbell,NO,158,9.9,643,4.1,40.2,1
Joe Cribbs,BUF,122,12.2,399,3.3,39.9,1
Jessie Clark,GB,147,9.2,633,4.3,39.6,5
Herman Heard,KC,164,10.2,595,3.6,37.2,4
Wilbert Montgomery,DET,75,10.7,251,3.3,35.9,0
Gary Anderson,SD,116,9.7,429,3.7,35.8,4
Gerry Ellis,GB,104,6.5,571,5.5,35.7,5
Mike Rozier,HOU,133,9.5,462,3.5,33.0,8
Lionel James,SD,105,6.6,516,4.9,32.2,2
George Adams,NYG,128,8.0,498,3.9,31.1,2
Tim Spencer,SD,124,7.8,478,3.9,29.9,10
Keith Griffin,WAS,102,6.4,473,4.6,29.6,3
Matt Suhey,CHI,115,7.2,471,4.1,29.4,1
Barry Redden,RAM,87,6.2,380,4.4,27.1,0
Gene Lang,DEN,84,7.0,318,3.8,26.5,5
Larry Moriarty,HOU,106,7.1,381,3.6,25.4,3
Butch Woolfolk,HOU,103,6.4,392,3.8,24.5,1
Ted Brown,MIN,93,6.6,336,3.6,24.0,7
Ron Davenport,MIA,98,6.1,370,3.8,23.1,11
Lorenzo Hampton,MIA,105,6.6,369,3.5,23.1,3
Charles White,RAM,70,4.4,310,4.4,19.4,3
Albert Bentley,IND,54,3.6,288,5.3,19.2,2
Earl Ferrell,STL,46,4.2,208,4.5,18.9,2
Timmy Newsome,DAL,88,6.3,252,2.9,18.0,2
Owen Gill,IND,45,3.0,262,5.8,17.5,2
Steve Sewell,DEN,81,5.1,275,3.4,17.2,4
Frank Hawkins,RAI,84,5.2,269,3.2,16.8,4
Buford McGee,SD,42,3.8,181,4.3,16.5,3
Woody Bennett,MIA,54,3.4,256,4.7,16.0,0
Gerald Willhite,DEN,66,4.4,237,3.6,15.8,3
Randall Morris,SEA,55,3.4,236,4.3,14.8,0
Rob Carpenter,NYG,60,4.3,201,3.4,14.4,0
Alvin Moore,DET,80,5.0,221,2.8,13.8,4
Gary Ellerson,GB,32,2.1,205,6.4,13.7,2
Michael Haddix,PHI,67,4.2,213,3.2,13.3,0
Joe Washington,ATL,52,3.2,210,4.0,13.1,1
Dennis Bligen,NYJ,22,2.4,107,4.9,11.9,1
Tony Galbreath,NYG,29,1.8,187,6.4,11.7,0
Robert Weathers,NE,41,2.6,174,4.2,10.9,1
David Hughes,SEA,40,3.3,128,3.2,10.7,0
Ken Lacy,KC,6,3.0,21,3.5,10.5,0
Alfred Anderson,MIN,50,4.2,121,2.4,10.1,4
Dennis Gentry,CHI,30,1.9,160,5.3,10.0,2
Tony Paige,NYJ,55,3.4,158,2.9,9.9,8
Charles Alexander,CIN,44,2.8,156,3.5,9.8,2
Mosi Tatupu,NE,47,2.9,152,3.2,9.5,2
Jeff Smith,KC,30,2.3,118,3.9,9.1,0
Calvin Thomas,CHI,31,2.2,125,4.0,8.9,4
Cliff Austin,ATL,20,1.4,110,5.5,7.9,0
Cedric Minter,NYJ,8,2.7,23,2.9,7.7,0
Joe Carter,MIA,14,1.4,76,5.4,7.6,0
Herman Hunter,PHI,27,1.7,121,4.5,7.6,1
Allen Rice,MIN,31,2.2,104,3.4,7.4,3
Frank Middleton,IND,13,2.6,35,2.7,7.0,1
Thomas Sanders,CHI,25,1.7,104,4.2,6.9,1
Lynn Cain,RAM,11,1.6,46,4.2,6.6,0
Stan Edwards,HOU,25,1.7,96,3.8,6.4,1
Derrick Harmon,SF,28,1.9,92,3.3,6.1,0
Curtis Dickey,CLE,2,2.0,6,3.0,6.0,0
Stanford Jennings,CIN,31,1.9,92,3.0,5.8,1
Bruce King,KC,28,1.8,83,3.0,5.2,0
Marion Barber,NYJ,9,1.1,41,4.6,5.1,0
Rich Erenberg,PIT,17,1.2,67,3.9,4.8,0
Rick Parros,SEA,8,2.0,19,2.4,4.8,0
Greg Allen,CLE,8,1.1,32,4.0,4.6,0
Ron Springs,TB,16,1.3,54,3.4,4.5,0
