Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Donald Brown,IND,102,6.4,537,5.3,33.6,6
Trent Richardson,IND,157,11.2,458,2.9,32.7,3
Willis McGahee,CLE,138,11.5,377,2.7,31.4,2
Mike Goodson,NYJ,7,3.5,61,8.7,30.5,0
Jonathan Stewart,CAR,48,8.0,180,3.8,30.0,0
David Wilson,NYG,44,8.8,146,3.3,29.2,1
Bernard Pierce,BAL,152,9.5,436,2.9,27.2,2
Daniel Thomas,MIA,109,7.3,406,3.7,27.1,4
Daryl Richardson,STL,69,8.6,215,3.1,26.9,0
Shonn Greene,TEN,77,7.0,295,3.8,26.8,4
Danny Woodhead,SD,106,6.6,429,4.0,26.8,2
Shane Vereen,NE,44,5.5,208,4.7,26.0,1
Dennis Johnson,HOU,49,6.1,183,3.7,22.9,0
Brandon Bolden,NE,55,4.6,271,4.9,22.6,3
Mike Tolbert,CAR,101,6.3,361,3.6,22.6,5
Khiry Robinson,NO,54,5.4,224,4.1,22.4,1
Kendall Hunter,SF,78,4.9,358,4.6,22.4,3
Jacquizz Rodgers,ATL,96,6.4,332,3.5,22.1,2
Ronnie Hillman,DEN,55,5.5,218,4.0,21.8,1
Toby Gerhart,MIN,36,2.6,283,7.9,20.2,2
Christine Michael,SEA,18,4.5,79,4.4,19.8,0
Bryce Brown,PHI,75,4.7,314,4.2,19.6,2
LaRod Stephens-Howling,PIT,6,6.0,19,3.2,19.0,0
Benny Cunningham,STL,47,3.4,261,5.6,18.6,1
Roy Helu,WAS,62,3.9,274,4.4,17.1,4
Lance Dunbar,DAL,30,3.3,150,5.0,16.7,0
Robert Turbin,SEA,77,4.8,264,3.4,16.5,0
Jordan Todman,JAC,76,4.8,256,3.4,16.0,2
Knile Davis,KC,70,4.4,242,3.5,15.1,4
Matt Asiata,MIN,44,4.0,166,3.8,15.1,3
Chris Ogbonnaya,CLE,49,3.1,240,4.9,15.0,0
Tashard Choice,IND,11,3.7,44,4.0,14.7,0
Darren Sproles,NO,53,3.5,220,4.2,14.7,2
Da'Rel Scott,NYG,20,4.0,73,3.7,14.6,0
Marcel Reece,OAK,46,2.9,218,4.7,13.6,2
Michael Bush,CHI,63,4.2,197,3.1,13.1,3
Jonathan Dwyer,PIT,49,3.3,197,4.0,13.1,0
Joseph Randle,DAL,54,4.2,164,3.0,12.6,2
Jason Snelling,ATL,44,3.1,164,3.7,11.7,1
Felix Jones,PIT,48,3.0,184,3.8,11.5,0
Brian Leonard,TB,47,2.9,182,3.9,11.4,0
Ronnie Brown,SD,45,2.8,157,3.5,9.8,1
Johnathan Franklin,GB,19,1.7,107,5.6,9.7,1
Antone Smith,ATL,5,0.3,145,29.0,9.7,2
Jackie Battle,TEN,36,2.2,142,3.9,8.9,1
Ray Graham,HOU,4,4.0,8,2.0,8.0,0
C.J. Anderson,DEN,7,1.4,38,5.4,7.6,0
Deji Karim,HOU,12,1.7,51,4.3,7.3,0
Stepfan Taylor,ARI,36,2.2,115,3.2,7.2,0
Fozzy Whittaker,CLE,28,2.5,79,2.8,7.2,0
Jeff Demps,TB,1,0.5,14,14.0,7.0,0
Mike Gillislee,MIA,6,2.0,21,3.5,7.0,0
Bernard Scott,BAL,4,2.0,14,3.5,7.0,0
Chris Polk,PHI,11,0.7,98,8.9,6.5,3
LaMichael James,SF,12,1.2,59,4.9,5.9,0
Dan Herron,IND,5,0.8,33,6.6,5.5,0
Spencer Ware,SEA,3,1.5,10,3.3,5.0,0
Denard Robinson,JAC,20,1.2,66,3.3,4.1,0
Isaac Redman,PIT,10,3.3,12,1.2,4.0,0
Tommy Bohanon,NYJ,17,1.1,62,3.6,3.9,0
Michael Hill,TB,9,1.5,23,2.6,3.8,0
Anthony Dixon,SF,28,1.8,56,2.0,3.5,2
Justin Forsett,JAC,6,0.7,31,5.2,3.4,0
Alfonso Smith,ARI,18,1.1,54,3.0,3.4,1
Darrel Young,WAS,12,0.9,41,3.4,3.2,3
Michael Cox,NYG,22,1.6,43,2.0,3.1,0
Frank Summers,BUF,12,0.8,46,3.8,3.1,1
Mikel Leshoure,DET,2,0.7,9,4.5,3.0,0
Jed Collins,NO,15,0.9,45,3.0,2.8,1
Alex Green,NYJ,11,0.8,35,3.2,2.7,0
John Kuhn,GB,10,0.7,38,3.8,2.5,1
Isaiah Pead,STL,7,0.7,21,3.0,2.1,0
Le'Ron McClain,SD,11,0.7,32,2.9,2.0,0
Ronnie Wingo,BUF,1,0.5,4,4.0,2.0,0
Theo Riddick,DET,9,0.6,25,2.8,1.8,1
Cyrus Gray,KC,9,0.6,24,2.7,1.5,0
Vonta Leach,BAL,11,0.7,23,2.1,1.4,0
Marcus Thigpen,MIA,6,0.4,18,3.0,1.1,0
Cedric Peerman,CIN,8,0.5,17,2.1,1.1,0
Armond Smith,CAR,4,0.8,5,1.3,1.0,0
Bruce Miller,SF,7,0.5,13,1.9,0.9,0
Kenjon Barner,CAR,6,0.8,7,1.2,0.9,0
Phillip Tanner,DAL,9,0.6,12,1.3,0.8,1
Shaun Draughn,BAL,4,1.3,2,0.5,0.7,0
James Develin,NE,4,0.2,10,2.5,0.6,1
Stanley Havili,IND,7,0.5,7,1.0,0.5,0
Jamize Olawale,OAK,3,0.2,6,2.0,0.4,0
Derrick Coleman,SEA,2,0.2,3,1.5,0.2,0
Anthony Sherman,KC,2,0.1,3,1.5,0.2,0
Josh Vaughan,ATL,1,0.2,1,1.0,0.2,0
Jeremy Stewart,OAK,2,0.2,2,1.0,0.2,1
Greg Jones,HOU,2,0.1,2,1.0,0.1,0
Will Ta'ufo'ou,JAC,1,0.1,1,1.0,0.1,0
Michael Robinson,SEA,1,0.1,0,0.0,0.0,0
Evan Royster,WAS,2,0.2,0,0.0,0.0,0
