Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Sheldon Canley,NYJ,4,4.0,9,2.3,9.0,0
Keith Henderson,MIN,34,2.6,113,3.3,8.7,1
Larry Centers,PHO,37,2.3,139,3.8,8.7,0
Fred McAfee,NO,39,2.8,114,2.9,8.1,1
Anthony Thompson,RAM,11,1.6,57,5.2,8.1,0
Steve Smith,RAI,44,2.8,129,2.9,8.1,0
Todd McNair,KC,21,1.3,124,5.9,7.8,1
Mark Green,CHI,23,1.5,107,4.7,7.1,2
Anthony McDowell,TB,14,1.2,81,5.8,6.8,0
A.B. Brown,NYJ,24,3.4,42,1.8,6.0,0
Erric Pegram,ATL,21,1.3,89,4.2,5.6,0
Gary Brown,HOU,19,1.2,87,4.6,5.4,1
Eddie Fuller,BUF,6,0.8,39,6.5,4.9,0
Troy Stradford,DET,9,1.5,29,3.2,4.8,0
Buford McGee,GB,8,2.0,19,2.4,4.8,0
Rueben Mayes,SEA,28,1.8,74,2.6,4.6,0
Alonzo Highsmith,TB,8,1.6,23,2.9,4.6,0
Brian Mitchell,WAS,6,0.4,70,11.7,4.4,0
Daryl Johnston,DAL,17,1.1,61,3.6,3.8,0
Bernie Parmalee,MIA,6,0.6,38,6.3,3.8,0
Ed Tillison,DET,4,0.7,22,5.5,3.7,0
Eric Ball,CIN,16,1.0,55,3.4,3.4,2
Tommie Agee,DAL,16,1.0,54,3.4,3.4,0
Robert Green,WAS,8,0.5,46,5.8,3.1,0
James Brooks,TB,5,2.5,6,1.2,3.0,0
Dexter Carter,SF,4,1.3,9,2.3,3.0,0
Marc Logan,SF,8,0.5,44,5.5,2.8,1
Kevin Turner,NE,10,0.6,40,4.0,2.5,0
Ottis Anderson,NYG,10,0.8,31,3.1,2.4,0
Stanford Jennings,TB,5,0.5,25,5.0,2.3,0
Randy Baldwin,CLE,10,0.7,31,3.1,2.1,0
Ostell Miles,CIN,8,0.7,22,2.8,2.0,0
Tracy Johnson,SEA,3,0.2,26,8.7,1.6,0
Aaron Craver,MIA,3,0.5,9,3.0,1.5,0
Lewis Tillman,NYG,6,0.4,13,2.2,0.8,0
Dexter McNabb,GB,2,0.1,11,5.5,0.7,0
Tony Paige,MIA,7,0.4,11,1.6,0.7,1
Maurice Carthon,IND,4,0.2,9,2.3,0.6,0
Sam Gash,NE,5,0.3,7,1.4,0.5,1
James Saxon,MIA,4,0.2,7,1.8,0.4,0
Darrin Nelson,MIN,10,0.6,5,0.5,0.3,0
Dennis Gentry,CHI,5,0.3,2,0.4,0.1,0
Ron Wolfley,CLE,1,0.1,2,2.0,0.1,0
Vai Sikahema,PHI,2,0.1,2,1.0,0.1,0
Kimble Anders,KC,1,0.1,1,1.0,0.1,0
Spencer Tillman,HOU,1,0.1,1,1.0,0.1,0
Warren Williams,PIT,2,0.1,0,0.0,0.0,0
Bob Perryman,DEN,3,0.8,-1,-0.3,-0.2,0
