Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Tony Richardson,KC,22,1.6,81,3.7,5.8,2
Mike Green,TEN,21,1.4,71,3.4,4.7,0
Fred Beasley,SF,26,1.6,75,2.9,4.7,0
Joel Makovicka,ARI,5,0.4,54,10.8,4.5,0
James Fenderson,NO,13,0.8,65,5.0,4.1,1
Nicolas Luchey,CIN,12,0.8,59,4.9,3.7,2
Verron Haynes,PIT,10,0.7,51,5.1,3.6,0
Alan Ricard,BAL,14,0.9,58,4.1,3.6,2
Larry Centers,BUF,11,0.7,56,5.1,3.5,2
Ricky Williams,IND,11,1.1,35,3.2,3.5,0
James Jackson,CLE,12,0.8,54,4.5,3.4,0
Heath Evans,SEA,17,1.1,53,3.1,3.3,0
Curtis Keaton,NO,12,2.0,19,1.6,3.2,0
Trung Canidate,STL,17,1.1,48,2.8,3.0,0
Travis Jervey,ATL,10,1.7,17,1.7,2.8,0
Lamont Warren,DET,6,2.0,8,1.3,2.7,0
George Layne,ATL,1,0.5,5,5.0,2.5,0
Robert Thomas,DAL,10,0.7,31,3.1,2.1,0
Lorenzo Neal,CIN,9,0.6,31,3.4,1.9,0
Jesse Chatman,SD,6,0.6,19,3.2,1.9,0
William Henderson,GB,7,0.5,27,3.9,1.8,1
Patrick Pass,NE,4,0.3,27,6.8,1.8,0
Richie Anderson,NYJ,5,0.3,27,5.4,1.7,0
John Simon,TEN,9,0.8,18,2.0,1.5,1
Rock Cartwright,WAS,3,0.2,22,7.3,1.4,0
Richard Huntley,DET,3,1.0,4,1.3,1.3,0
Jay Graham,GB,1,0.3,3,3.0,1.0,0
Randy Jordan,OAK,3,0.2,14,4.7,1.0,1
Dan Kreider,PIT,6,0.4,16,2.7,1.0,0
Fred McAfee,NO,1,0.1,11,11.0,1.0,0
Jarrod Baxter,HOU,7,0.4,14,2.0,0.9,0
James Hodgins,STL,3,0.3,7,2.3,0.8,0
Joe Burns,BUF,5,0.5,7,1.4,0.7,0
Reuben Droughns,DEN,4,0.2,11,2.8,0.7,1
Terrelle Smith,NO,5,0.3,11,2.2,0.7,0
Jim Finn,IND,5,0.4,8,1.6,0.7,0
Chad Morton,NYJ,4,0.2,8,2.0,0.5,0
Sammy Morris,BUF,2,0.1,5,2.5,0.3,0
J.R. Redmond,NE,4,0.4,2,0.5,0.2,0
Delvin Joyce,NYG,2,0.2,2,1.0,0.2,0
Rob Konrad,MIA,3,0.2,2,0.7,0.1,0
Stanley Pritchett,CHI,1,0.1,2,2.0,0.1,0
Rod Smart,CAR,1,0.1,2,2.0,0.1,0
Fred McCrary,SD,2,0.1,1,0.5,0.1,0
Greg Comella,TEN,1,0.1,0,0.0,0.0,0
Chris Hetherington,STL,1,0.2,0,0.0,0.0,0
Bryan Johnson,WAS,1,0.1,0,0.0,0.0,0
Jerald Sowell,NYJ,1,0.1,0,0.0,0.0,0
Stephen Trejo,DET,1,0.1,0,0.0,0.0,0
Cecil Martin,PHI,1,0.1,-4,-4.0,-0.2,0
