Name,Team,Attempts,Attempts per Game,Total Yards,Yards Per Carry,Yards Per Game,TDS
Brad Baxter,NYJ,85,5.7,296,3.5,19.7,1
Rodney Culver,SD,47,5.9,155,3.3,19.4,3
Tyrone Wheatley,NYG,78,6.0,245,3.1,18.8,3
Brian Mitchell,WAS,46,2.9,301,6.5,18.8,1
Sherman Williams,DAL,48,4.4,205,4.3,18.6,1
Reggie Cobb,JAC,9,9.0,18,2.0,18.0,0
Lamar Smith,SEA,36,3.0,215,6.0,17.9,0
Ricky Powers,CLE,14,4.7,51,3.6,17.0,0
Glyn Milburn,DEN,49,3.1,266,5.4,16.6,0
Larry Centers,ARI,78,4.9,254,3.3,15.9,2
Anthony Johnson,CAR,24,3.4,110,4.6,15.7,1
Dave Meggett,NE,60,3.8,250,4.2,15.6,2
Leonard Russell,STL,66,5.1,203,3.1,15.6,0
Marion Butts,HOU,71,5.9,185,2.6,15.4,4
Johnny Bailey,STL,36,3.0,182,5.1,15.2,2
Steve Broussard,SEA,46,3.1,222,4.8,14.8,1
Irving Spikes,MIA,32,3.6,126,3.9,14.0,1
Jerry Ellison,TB,26,1.6,218,8.4,13.6,5
Lorenzo White,CLE,62,5.2,163,2.6,13.6,1
Ray Zellars,NO,50,4.2,162,3.2,13.5,2
Howard Griffith,CAR,65,4.3,197,3.0,13.1,1
Blair Thomas,CAR,22,3.1,90,4.1,12.9,0
Lamont Warren,IND,47,3.9,152,3.2,12.7,1
Ronnie Harmon,SD,51,3.2,187,3.7,11.7,1
Le'Shai Maston,JAC,41,2.6,186,4.5,11.6,0
Bob Christian,CAR,41,2.9,158,3.9,11.3,0
Jamal Anderson,ATL,39,2.4,161,4.1,10.1,1
Earnest Hunter,CLE,30,3.0,100,3.3,10.0,0
John L. Williams,PIT,29,2.6,110,3.8,10.0,0
Derek Brown,NO,49,3.1,159,3.2,9.9,1
Fred McAfee,PIT,39,2.4,156,4.0,9.8,1
Todd McNair,HOU,19,1.3,136,7.2,9.1,0
Terrell Fletcher,SD,26,1.6,140,5.4,8.8,1
Ronald Moore,NYJ,43,2.9,121,2.8,8.1,0
Dorsey Levens,GB,36,2.4,120,3.3,8.0,3
Herschel Walker,NYG,31,1.9,126,4.1,7.9,0
Daryl Johnston,DAL,25,1.6,111,4.4,6.9,2
Derrick Fenner,OAK,39,2.4,110,2.8,6.9,0
Ricky Ervins,SF,23,1.6,88,3.8,6.3,0
Lewis Tillman,CHI,29,2.2,78,2.7,6.0,0
Randy Jordan,JAC,21,1.8,62,3.0,5.2,0
Carwell Gardner,BUF,20,1.3,77,3.9,5.1,0
Ron Rivers,DET,18,1.1,73,4.1,4.6,1
Leroy Thompson,KC,28,1.8,73,2.6,4.6,0
Marc Logan,WAS,23,1.4,72,3.1,4.5,1
Kevin Turner,PHI,2,1.0,9,4.5,4.5,0
Jeff Cothran,CIN,16,1.1,62,3.9,4.4,0
Corey Croom,NE,13,1.0,54,4.2,4.2,0
Yonel Jourdain,BUF,8,1.0,31,3.9,3.9,0
Chuck Evans,MIN,19,1.2,59,3.1,3.7,1
Donnell Bennett,KC,7,2.3,11,1.6,3.7,0
Adam Walker,SF,14,1.1,44,3.1,3.4,1
Bobby Phillips,MIN,14,1.8,26,1.9,3.2,0
Jamal Willis,SF,12,1.1,35,2.9,3.2,0
Dexter Carter,SF,7,1.0,22,3.1,3.1,0
Keith Elias,NYG,10,0.7,44,4.4,2.9,0
Keith Byars,MIA,15,0.9,44,2.9,2.8,1
James Joseph,CIN,16,1.0,40,2.5,2.5,0
Calvin Jones,OAK,5,0.6,19,3.8,2.4,0
William Henderson,GB,7,0.5,35,5.0,2.3,0
Cedric Smith,WAS,3,0.5,13,4.3,2.2,0
Tony Carter,CHI,10,0.6,34,3.4,2.1,0
Steve Smith,SEA,9,1.0,19,2.1,2.1,0
Anthony Lynn,SF,2,0.3,11,5.5,1.8,0
Tommy Vardell,CLE,4,0.8,9,2.3,1.8,0
Bobby Joe Edmonds,TB,5,0.3,28,5.6,1.8,0
Richie Anderson,NYJ,5,0.5,17,3.4,1.7,0
Sam Gash,NE,8,0.5,24,3.0,1.6,0
Tim Lester,PIT,5,0.8,9,1.8,1.5,1
Ryan Christopherson,JAC,16,1.5,16,1.0,1.5,1
Mack Strong,SEA,8,0.5,23,2.9,1.4,1
Tony Richardson,KC,8,0.6,18,2.3,1.3,0
Jason Burns,CIN,1,1.0,1,1.0,1.0,0
Sherriden May,NYJ,2,0.4,5,2.5,1.0,0
Kenyon Rasheed,NYJ,1,0.3,3,3.0,1.0,0
Tim Tindale,BUF,5,0.3,16,3.2,1.0,0
Ron Wolfley,STL,3,0.3,9,3.0,1.0,0
William Bell,WAS,4,0.2,13,3.3,0.8,0
Eric Ball,OAK,2,0.1,10,5.0,0.6,0
Ronald Humphrey,IND,2,0.2,6,3.0,0.5,0
Derrick Witherspoon,PHI,2,0.1,7,3.5,0.5,0
David Lang,DAL,1,0.1,7,7.0,0.4,0
Charles Way,NYG,2,0.1,6,3.0,0.4,0
Robert Wilson,MIA,1,0.1,5,5.0,0.3,0
Steve Avery,PIT,1,0.1,3,3.0,0.3,0
Dave Moore,TB,1,0.1,4,4.0,0.2,0
Lorenzo Neal,NO,5,0.3,3,0.6,0.2,0
Tracy Johnson,SEA,1,0.1,2,2.0,0.1,1
Reggie Rivers,DEN,2,0.1,2,1.0,0.1,0
Derrick Ned,NO,3,0.2,1,0.3,0.1,0
Fred McCrary,PHI,3,0.2,1,0.3,0.1,1
Cory Schlesinger,DET,1,0.1,1,1.0,0.1,0
Joe Aska,OAK,0,0.0,0,--,0.0,0
Zack Crockett,IND,1,0.1,0,0.0,0.0,0
Gary Downs,DEN,0,0.0,0,--,0.0,0
Rupert Grant,NE,0,0.0,0,--,0.0,0
David Green,NE,0,0.0,0,--,0.0,0
Raymont Harris,CHI,0,0.0,0,--,0.0,0
Mark Higgs,ARI,0,0.0,0,--,0.0,0
Travis Jervey,GB,0,0.0,0,--,0.0,0
Eric Lynch,DET,0,0.0,0,--,0.0,0
James Saxon,PHI,1,0.1,0,0.0,0.0,0
Ryan Terry,ARI,0,0.0,0,--,0.0,0
Marcus Wilson,GB,0,0.0,0,--,0.0,0
Reggie Brooks,WAS,2,2.0,-2,-1.0,-2.0,0
